mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness
0.7879710477941944,0.5998523454520943,0.7983123978758931,0.14489121198393606,0.22281082664443225,0.12951173092680948,0.7287119303740015
0.5089775667211314,0.3011850660402994,0.661488119553419,0.21518769889300163,0.20317056474643272,0.15985437608534928,0.49055025077160497
0.6211924700435962,0.42587869349128665,0.7079248366013658,0.20003976610118548,0.19711933319934472,0.15686079834372216,0.5849986667120552
0.8572235838780776,0.7820431644880833,0.8561827682462717,0.10500651416561006,0.15728522820551508,0.10968503843200601,0.8318165055374004
0.8755204078159513,0.7653671364379622,0.8661241319444923,0.12599976216173267,0.1969990979333573,0.13108942478224903,0.8356705587327524
0.5569108285675625,0.39957448257080513,0.5374400020425053,0.25176341134655406,0.25944120296562806,0.22042010684493718,0.4979751043936093
0.652842030909625,0.5126829724945587,0.6301240808823914,0.2286947278290694,0.23814962428677194,0.206876780379218,0.5985496947621641
0.6407484000544846,0.4593460648148064,0.5955967456427106,0.2334004059332857,0.22851295641972297,0.20224636056109094,0.5652304035039942
0.8995472494553961,0.8257961431100997,0.9035577512255443,0.09007230817167969,0.14418300506693868,0.0904494851293638,0.8763003812636166
0.6100605085784365,0.46955507897603393,0.5838528901143871,0.25991307050324836,0.2794579566471997,0.24977142346152054,0.5544894925562818
0.8499680861928502,0.737404258578458,0.7898990672658279,0.16519840620818654,0.22539541391448037,0.1932316195420949,0.7924238040123457
0.7990425857843984,0.5827350558279047,0.6883940121187976,0.12614543569703465,0.15028415726449496,0.13206466795328917,0.6900572179103122
0.7584273726852504,0.5589052287581526,0.6519816346677776,0.18246094463805168,0.2076952534662302,0.1791548576832472,0.6564380787037036
0.9247455405773661,0.872129033905271,0.8896977975218336,0.10920734930961438,0.16151697488718006,0.12975255653528525,0.8955241240014524
0.8827397365196841,0.8524118327887552,0.8875842524510544,0.07728994954906811,0.1086566452460543,0.07487267050335743,0.8742452739197533
0.7584482230392404,0.768394267429223,0.8529926640795742,0.28348928477933527,0.25454839672105656,0.16400681573259826,0.7932783848493101
0.7422555827887347,0.5069350830610045,0.7819861451525851,0.18317071883469585,0.20159710573530945,0.143225754838408,0.6770589370007261
0.5243421500544722,0.34448146446078054,0.6782956324891565,0.22485923728360033,0.2144459268846311,0.16931808615353194,0.5157064156681191
0.8319176368464639,0.7151292721950322,0.7789185900055072,0.1777039615125451,0.22583557041677463,0.18367388491710654,0.7753218330156136
0.7690950946351285,0.6326393144063416,0.7247761778322909,0.1969137976251022,0.22882543564190358,0.1962978776036509,0.7088368622912128
0.8803849230665394,0.8818840209695846,0.8835380072168636,0.030416853431321902,0.05117295528160041,0.03312753344238634,0.8819356504175746
0.7482158054194422,0.5610455814270369,0.6655998944717233,0.19515352312847092,0.21253251192615627,0.18547724293200657,0.6582870937726942
0.47102268858932805,0.30162377450979583,0.6179440699891272,0.21108315904122893,0.20082319202169507,0.16917072916869919,0.4635301776960784
0.68782722290311,0.5208150360838834,0.756125748910764,0.15791822300124508,0.1758295149728301,0.12728116107434642,0.6549226692992013
0.4121680964052324,0.2601311444716714,0.4147054568355252,0.21812078621791195,0.21224022486869085,0.1996640534313722,0.36233489923747275
0.7770037615741329,0.5906722324346557,0.6875514876089701,0.1750049518711227,0.22009894950584485,0.18948435986532466,0.6850758272058823
0.6950746357571148,0.5117034313725517,0.6219818048747543,0.23722530439897802,0.25559273855746834,0.22442208074829129,0.6095866240014524
0.7299704690904468,0.5959997106481671,0.6847434980937164,0.23309353988308518,0.25727044171990043,0.22402224216998276,0.670237892610748
0.791956444035993,0.6494859749455667,0.7308278867102895,0.20463633466798906,0.2468953155472195,0.20346906978654142,0.7240901018972404
0.5994072542211676,0.38003429670479005,0.5242638548475074,0.2132652893152184,0.19741343365654315,0.1818640881663174,0.5012351352578068
0.6172321793300836,0.41483183551198494,0.5452359068627454,0.2234511806951219,0.22481223599595257,0.2035015948363344,0.5257666405682643
0.8689261642157655,0.8212545955883088,0.8684763922931068,0.06810019759191067,0.10944978275256156,0.06824612885596086,0.85288571736565
0.9454350490196202,0.9299181304466487,0.9321240127995911,0.05866086944337775,0.08485900295662312,0.06817196819979278,0.9358257307552651
0.7545853758170412,0.5995795887799839,0.6964779922386137,0.2221922735546435,0.23235305637710738,0.2008847476498974,0.6835476522785039
0.5876685049019791,0.4041262425108849,0.5325414453976145,0.24804656032581837,0.2505793403427393,0.22559856673766873,0.5081120642701525
0.812969345724466,0.6214426742919684,0.7158645663126956,0.1292617367756216,0.16182185692553452,0.13598646345502197,0.7167588621096587
0.854078159041477,0.8109647331155573,0.861303870506617,0.07483973749693748,0.0946648187982634,0.07285287245916575,0.8421155875544664
0.5467779820261504,0.36171194172112603,0.5028207550381332,0.20999973020499216,0.2014363465224923,0.18142172669216053,0.4704368929284677
0.5872736247276765,0.3861940870098023,0.5234009055010865,0.23678555193544118,0.23173533238891528,0.210829085689623,0.4989562057461874
0.5682751225490255,0.37523956631263317,0.510851119961881,0.23551861145033534,0.23278698316919635,0.21058161385915394,0.4847886029411765
0.6314257386982653,0.4982885688997762,0.622679653458618,0.25503191768144073,0.2633851880588186,0.2316348734290422,0.5841313203522149
0.4679393892973888,0.3171453737745007,0.45650786356210216,0.22746010054477864,0.22704655598948412,0.20882095042996843,0.41386420887799563
0.5302832244008703,0.34393297249454546,0.4861923849400842,0.2424223121021229,0.23327771823572813,0.21016330308823236,0.45346952727850404
0.9246259701797648,0.8681564031863173,0.8880493430011405,0.1170653526028397,0.19752033587798615,0.15996148519508727,0.8936105721223676
0.8831618498094114,0.8087239583333717,0.8420721847767391,0.14691180967127093,0.20822052188271123,0.1650474375551068,0.8446526643064635
0.7857996323530008,0.6285637084695218,0.6993013003813063,0.17954456469957142,0.2352108610882911,0.19555099715044805,0.7045548804012346
0.571312040441188,0.39633842252178664,0.6235677083333684,0.20972406039335792,0.20030827295193734,0.1671958167406619,0.5304060570987654
0.5699954895152479,0.4267088779956354,0.5378136063453148,0.25697194489448993,0.2645019651126639,0.2391355358381352,0.5115059912854031
0.9345447814542739,0.9012744247004911,0.9358179296024277,0.03617043089245982,0.07282937335780117,0.04013366724113678,0.9238790452523603
0.4942648760893229,0.2825120846949804,0.6033369076797489,0.23953682360765682,0.20837342952643328,0.18382970737777393,0.46003795615468407
0.7495978860294732,0.5299649373638374,0.789248876634066,0.179242634122925,0.19872748691981876,0.13563413110267347,0.6896039000090778
0.5090256501906338,0.26621434163943003,0.61970060593685,0.21842867648649733,0.17972486017346206,0.160865903340568,0.46498019925562817
0.8233158020153326,0.7065789249728206,0.8100324244281927,0.11344627693281661,0.19016443057798443,0.11735426976419468,0.7799757171387074
0.6767684504357572,0.5672909007352964,0.6709835409858721,0.2646568545219406,0.29851453291051877,0.2433947671201932,0.6383476307189542
0.4807227839052305,0.2752182904411702,0.6323269846133216,0.20310169336451697,0.1847100274168709,0.16104470166758025,0.4627560196532317
0.5202473958333315,0.2610630276416113,0.6306398080066025,0.17642242671554142,0.13686018031225317,0.11810467976076697,0.4706500771604938
0.6386965550109134,0.5047581358932425,0.611283020152525,0.2233028862452164,0.23574722127113948,0.20675261751135554,0.584912570352215
0.6358098447712865,0.39715754357299893,0.6926696112473361,0.17237654376915834,0.18331836069650506,0.1229265864323884,0.5752123331971677
0.8544143178105383,0.8159764773966076,0.8626131876362673,0.06967200671764315,0.09916203715459238,0.06210616942377603,0.8443346609477126
0.6574512357026383,0.4930410879629691,0.5913934844771463,0.2561559153663156,0.27553680660938346,0.2445464066594297,0.5806286027142339
0.3348332822712505,0.15723337077886637,0.29863706767429654,0.15004926701327886,0.12747981203933706,0.12442448896834281,0.26356790690813364
0.8651428887528089,0.7940457346133606,0.8587422555828783,0.09482094878571591,0.15333167881759976,0.10224136285054657,0.8393102929829341
0.835064338235376,0.6496370336329519,0.746021837554552,0.11423362862017183,0.1308127443183363,0.11809229744516904,0.743574403140886
0.7945138037854632,0.611271531181935,0.7000948903867539,0.17562912102651662,0.21479210807467292,0.18509680937633993,0.7019600751180101
0.5056534245642632,0.32797691993462896,0.4749217047930313,0.22475023409586936,0.2069782125576204,0.18694848512286305,0.43618401643064636
0.8465626702070081,0.7302564168028579,0.7927172691993818,0.1741160404295308,0.24517807604630001,0.1937110575367027,0.7898454520697169
0.5526799087690937,0.39596864787582964,0.68374480868743,0.2170001431375857,0.20342424742647144,0.16041505969858205,0.5441311217774147
0.5778905398965174,0.39533845656317435,0.6828014365468807,0.24428845976407065,0.24527223814287552,0.18954493752064838,0.5520101443355121
0.6902416087963619,0.44156369144881835,0.7395709933279648,0.12623877395428706,0.12995961376187587,0.09742759541428123,0.6237920978576615
0.7215652233115827,0.5694035947712579,0.6687895731209418,0.21331052403971776,0.23819633594984116,0.20239368815666933,0.6532527970679013
0.7818235974946086,0.6067380684913091,0.7047496255447185,0.18186981970541347,0.20174706637914347,0.17534006014716322,0.6977704305101672
0.7425534449891731,0.58625578703704,0.6810236247277192,0.1880767209668724,0.23150917834966628,0.18825120176885518,0.6699442855846043
0.6148931100217898,0.4259829452614361,0.71372719226586,0.17963279062990598,0.17375269359553464,0.13396607819318554,0.5848677491830064
0.3689670138888846,0.19610949414487464,0.3437874455337681,0.21177633204819832,0.17434633067792804,0.16980488669308122,0.3029546511891794
0.5537326388888841,0.32749651075708647,0.6629050925926389,0.15468110851020586,0.13423295077596803,0.11606176958607577,0.5147114140795206
0.6832975898693276,0.45942691312635886,0.5723924291939233,0.20761279358359228,0.21416301231823187,0.1894163592937763,0.5717056440631809
0.8430653424564909,0.7282909517974471,0.7957563146787179,0.1495463850215792,0.1698966106401904,0.14961127322685802,0.7890375363108206
0.6333763105937044,0.4987391918573069,0.607799308959718,0.2528018088029575,0.27195917555701954,0.24065209150262837,0.5799716038035585
0.6170785675381352,0.412514893110022,0.5444372106481443,0.225398651754629,0.22290749174035981,0.20145108721288563,0.5246768904320988
0.8185040509260059,0.6065572235839098,0.7034237132353636,0.12433323893007028,0.16041437847606155,0.13955879067679428,0.7094949959150327
0.755309606481542,0.5873063895697266,0.6721371187364187,0.18599925383055804,0.22952800666212345,0.1936504526614703,0.6715843715958606
0.740406284041434,0.5834588609749555,0.6779284109477461,0.22287997424898814,0.25759365706043547,0.21545834133356154,0.6672645186546841
0.9412071078431514,0.9206673815359738,0.9311219192538357,0.08481227839297223,0.11171240162819823,0.09239329523281549,0.9309988028776325
